jugador_entra,jugador_sale,minuto,equipo,cod_acta
"GUERRERO NIEVES, FRANCISCO J","VEIGA ROSENDE, IAGO",71,A.C.U.D. CAMPORRAPADO,1187130
"SANMARTIN LAREO, MANUEL ANGEL","VILLAR MELLA, ROI",71,A.C.U.D. CAMPORRAPADO,1187130
"REY VAZQUEZ, MARCOS","RENDO OUZANDE, XAVIER",46,C.D. SAN MAMED,1187131
"RAMOS CASTRO, ANDRÉS","SANTIAGO RIVAS, MARIO",46,C.D.BELVIS,1187131
"IGLESIAS QUINTEIRO, JOSE RAMON","GUTIERREZ VAZQUEZ, EDUARDO",64,C.D.BELVIS,1187131
"MIGUEZ MEIJOMIL, MIGUEL","FRANCOS CREGO, JULIAN",64,C.D.BELVIS,1187131
"FARIÑAS FREIRE, OSCAR","RODRIGUEZ VILAS, BRAIS",69,C.D.BELVIS,1187131
"PARRADO ROMERO, CARLOS","PAMPIN NOGUEROL, DANIEL",46,C.F. CIRE DE MELIDE,1187132
"LOPEZ LOPEZ, ADRIAN","VAZQUEZ NOVAS, MANUEL",64,C.F. CIRE DE MELIDE,1187132
"RIVADULLA FOCIÑOS, MARCOS","MELLID MONTERROSO, MARTIN",82,C.F. CIRE DE MELIDE,1187132
"CASTRELO FERNANDEZ, MIGUEL","(90+2') VAZQUEZ RAMOS, OMAR A",0,C.F. CIRE DE MELIDE,1187132
"BARRUSO ARIAS, HUGO","LOPEZ PEDREIRA, SERGIO",77,C.D. SPORT TEAM ESTRADA,1187132
"CHEDAS DURAN, ALFONSO","GOMEZ CORA, ADRIAN",80,C.D. SPORT TEAM ESTRADA,1187132
"MIGUEZ VIDAL, DANIEL","CERVIÑO CARRACEDO, ANDRES",83,C.D. SPORT TEAM ESTRADA,1187132
"RIVEIRA DA COSTA, MARTIN","FERNANDEZ GONZALEZ, IAGO JOSE",83,C.D. SPORT TEAM ESTRADA,1187132
"ROMERO MONTOUTO, PABLO","CANGADO VILLAMARIN, CARLOS",58,RODEIRO C.F.,1187133
"PENELA MONTOTO, CRISTIAN","CALVO DAFONTE, RAÚL",86,RODEIRO C.F.,1187133
"VARELA LODEIRO, GABRIEL","PORTOS VILLAR, BORJA",55,SOCIEDADE DEPORTIVA O PINO,1187133
"GOMES TAVARES, RAFAEL ANDRE","CARRIL CARREIRA, RAFAEL",55,SOCIEDADE DEPORTIVA O PINO,1187133
"VILLAR VILLAR, IVAN","CENDON GONZALEZ, JOSE",63,SOCIEDADE DEPORTIVA O PINO,1187133
"MAESTRE CALVO, DAVID RAFAEL","FUENTES PARRA, DANIEL",75,SOCIEDADE DEPORTIVA O PINO,1187133
"IGLESIAS DURO, LUIS","FERREIRO DIEZ, BREIXO",45,S.D.C. RECESENDE,1187134
"VILAS CONSTANTINO, ADRIAN","TEMBRA SOUTO, SANTIAGO",57,S.D.C. RECESENDE,1187134
"JIMÉNEZ ALBARRAN, SERGIO","ALDREY MÍGUEZ, MANUEL",74,S.D.C. RECESENDE,1187134
"GARCIA DURAN, RUBEN","NUÑEZ BARRAL, DAVID",85,S.D.C. RECESENDE,1187134
"LANDEIRA GANDARA, FRANCISCO","FREIRIA LOPEZ, JORGE",45,U.D. VAL DO ULLA,1187134
"CERDEIRA OTERO, ANDRE","CALVIÑO IGLESIAS, PABLO",65,U.D. VAL DO ULLA,1187134
"CANICOBA BERNARDEZ, BRAIS","DIEGUEZ LOUREIRO, RAMIRO",65,U.D. VAL DO ULLA,1187134
"PAZ CARRACEDO, ANXO","CASAL REBOLO, PEDRO J",76,U.D. VAL DO ULLA,1187134
"CANICOBA BERNARDEZ, BRAIS","FREIRIA LOPEZ, JORGE",35,U.D. VAL DO ULLA,1187135
"LANDEIRA GANDARA, FRANCISCO","CASAL REBOLO, PEDRO J",46,U.D. VAL DO ULLA,1187135
"SANCHEZ CARPINTEIRO, MIGUEL","CALVIÑO IGLESIAS, PABLO",46,U.D. VAL DO ULLA,1187135
"CERDEIRA OTERO, ANDRE","DIEGUEZ LOUREIRO, RAMIRO",46,U.D. VAL DO ULLA,1187135
"RODRIGUEZ NUÑEZ, XABIER","ROMARÍS CAMPAÑA, ALBERTO",58,U.D. VAL DO ULLA,1187135
"CANGAS COSTA, DIEGO","FAILDE FIESTRAS, ALEJANDRO",74,S.D. CRUCES,1187135
"VAZQUEZ BALBOA, XURXO","KHALLOUK EL AMRANI, MOHAMED",77,S.D. CRUCES,1187135
"LYAGOUBI, MOHAMED AMINE","LOPEZ REY, LEO",87,S.D. CRUCES,1187135
"VAAMONDE CALVIÑO, MANUEL","MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO",45,S.D. CACHEIRAS,1187136
"ROMERO DURO, SANDRO","CARBALLAL MONTEAGUDO, SAUL",63,S.D. CACHEIRAS,1187136
"DEL RIO SEBE, DAVID","FERNANDEZ NOGUEIRA, MANUEL",74,S.D. CACHEIRAS,1187136
"JIMENEZ BERTUA, FRANCISCO J","OTERO MATEOS, PABLO",87,S.D. CACHEIRAS,1187136
"MONTESINOS NIETO, YAGO","RODRIGUEZ FERNANDEZ, ADRIAN",53,S.D. DUBRA B,1187136
"PULLEIRO PEREZ, IVAN","RODRIGUEZ LANDEIRA, SERGIO J",69,S.D. DUBRA B,1187136
"ARNEJO DIAZ, BRAIS","VÁZQUEZ FERNÁNDEZ, ROBERTO",69,S.D. DUBRA B,1187136
"LOTO , ALAN NICOLAS","PICANS REY, HUGO",39,C.F. SILLEDA,1187137
"PEÑA PENALTA, IKER","DEL PUERTO DUARTE, VICTOR MANUEL",46,C.F. SILLEDA,1187137
"DERKAOUI BOUH, AYOUB","ESPIÑO RODRIGUEZ, AARON",72,C.F. SILLEDA,1187137
"FERREIRO ESPANTOSO, DIEGO","NUÑEZ GONZALEZ, MIGUEL",84,C.F. SILLEDA,1187137
"GOMEZ FERNANDEZ, SIMON","MARTINEZ DE SANTIAGO, DIEGO",62,TRAZO C.F.,1187137
"CASTRO OTERO, SAMUEL","BECERRA VARELA, ESTEBAN",62,TRAZO C.F.,1187137
"FERREIRA PARENTE, RAUL","CANCELA CONDE, ALEJANDRO",83,TRAZO C.F.,1187137
"CEBEY DE LA TORRE, MANUEL","BELENDA GABIN, JORGE",85,TRAZO C.F.,1187137
"CASTRO DOMINGUEZ, FRANCISCO","VARELA VAZQUEZ, DAVID",58,LAMELA C.F.,1187138
"RIOS ALCAIDE, JUAN MANUEL","RIVEIRA MURCIA, HUGO",58,LAMELA C.F.,1187138
"LUGO PADIN, ESTEBAN","PEITEADO MOLEDO, SERGIO",66,LAMELA C.F.,1187138
"GOMEZ SANTISO, ALEJANDRO","AGUIAR RODRIGUEZ, JULIAN",66,LAMELA C.F.,1187138
"CUIÑA IGLESIAS, DANIEL","RODRIGUEZ FARIÑA, ALEJANDRO",76,LAMELA C.F.,1187138
"LLOVO MATO, ALVARO","DOS SANTOS MARQUES, ALEANDRO",62,S.D. VILLESTRO,1187138
"DJAKITE , AMARA","DE SOUSA OLIVEIRA, THIAGO",72,S.D. VILLESTRO,1187138
"BERMUDEZ MALLO, ADEL","LORENZO GARRIDO, JORGE",85,S.D. VILLESTRO,1187138
"PALACIOS AGRAFOJO, HUGO","ZAGATO PEREIRA, JOAO VITOR",85,S.D. VILLESTRO,1187138
"TABOADA SEIJO, ALEJANDRO","ESPADA PAZOS, JORGE",64,A.C.U.D. CAMPORRAPADO,1187139
"GUERRERO NIEVES, FRANCISCO J","LOPEZ CANICOBA, FABIAN",64,A.C.U.D. CAMPORRAPADO,1187139
"SANMARTIN LAREO, MANUEL ANGEL","VIEITES BOUZON, MARTIN",64,A.C.U.D. CAMPORRAPADO,1187139
"PAJARO BARRAN, DANIEL","MILLAN OCAMPO, JOSE ANTONIO",70,A.C.U.D. CAMPORRAPADO,1187139
"LOUZAO FERNANDEZ, MANUEL","SENDE MALLO, DIEGO",60,C.D. SAN MAMED,1187139
"FERNANDEZ FERNANDEZ, CESAR","VAZQUEZ PEÑA, JOSE L",76,C.D. SAN MAMED,1187139
"REY VAZQUEZ, MARCOS","REY CALVO, BRAIS",86,C.D. SAN MAMED,1187139
"FARIÑAS FREIRE, OSCAR","RAMOS CASTRO, ANDRÉS",70,C.D.BELVIS,1187140
"MIGUEZ MEIJOMIL, MIGUEL","IGLESIAS QUINTEIRO, JOSE RAMON",87,C.D.BELVIS,1187140
"FERNANDEZ PEREZ, JESUS DE BELEN","RODRIGUEZ VILAS, BRAIS",87,C.D.BELVIS,1187140
"RODRIGUEZ RODRIGUEZ, JACOBO","(45'+1) VAZQUEZ RAMOS, OMAR A",0,C.F. CIRE DE MELIDE,1187140
"MELLID MONTERROSO, MARTIN","RIVADULLA FOCIÑOS, MARCOS",46,C.F. CIRE DE MELIDE,1187140
"PAMPIN NOGUEROL, DANIEL","MOSTEIRO GARCIA, SERGIO",67,C.F. CIRE DE MELIDE,1187140
"CASTRELO FERNANDEZ, MIGUEL","PARRADO ROMERO, CARLOS",89,C.F. CIRE DE MELIDE,1187140
"IGLESIAS PALLAS, FERNANDO","FORTES OTERO, RAFAEL",22,C.D. SPORT TEAM ESTRADA,1187141
"CHEDAS DURAN, ALFONSO","GOMEZ CORA, ADRIAN",64,C.D. SPORT TEAM ESTRADA,1187141
"BARRUSO ARIAS, HUGO","LOPEZ PEDREIRA, SERGIO",64,C.D. SPORT TEAM ESTRADA,1187141
"GOMEZ LOPEZ, EZEQUIEL","VARELA MIRANDA, MATEO",80,C.D. SPORT TEAM ESTRADA,1187141
"ULLA COSTA, RICARDO","FERNANDEZ GONZALEZ, IAGO JOSE",80,C.D. SPORT TEAM ESTRADA,1187141
"ROMERO MONTOUTO, PABLO","CALVO DAFONTE, RAÚL",69,RODEIRO C.F.,1187141
"PENELA MONTOTO, CRISTIAN","CANGADO VILLAMARIN, CARLOS",87,RODEIRO C.F.,1187141
"GOMES TAVARES, RAFAEL ANDRE","VILLAR VILLAR, IVAN",46,SOCIEDADE DEPORTIVA O PINO,1187142
"FUENTES PARRA, DANIEL","GARCIA SENRA, DIEGO",46,SOCIEDADE DEPORTIVA O PINO,1187142
"CARRIL CARREIRA, RAFAEL","MAESTRE CALVO, DAVID RAFAEL",46,SOCIEDADE DEPORTIVA O PINO,1187142
"FARIÑAS LOPEZ, ALEJANDRO","FUENTES PARRA, DANIEL",61,SOCIEDADE DEPORTIVA O PINO,1187142
"VARELA SOUTO, OSCAR","VARELA LODEIRO, GABRIEL",68,SOCIEDADE DEPORTIVA O PINO,1187142
"CEPEDA MENDOZA, ALEJANDRO","NOYA GOMEZ, DANIEL",46,S.D.C. RECESENDE,1187142
"GARCIA DURAN, RUBEN","VILAS CONSTANTINO, ADRIAN",66,S.D.C. RECESENDE,1187142
"CALVO CUTRIN, RAUL","ROSENDE MARTINEZ, ALEJANDRO",66,S.D.C. RECESENDE,1187142
"RODRIGUEZ FERNANDEZ, ADRIAN","BALEATO DOMINGUEZ, MARCO",46,S.D. DUBRA B,1187143
"PUGA QUINTANS, ALEJANDRO","RAMAS MUIÑO, YAGO",46,S.D. DUBRA B,1187143
"PARAFITA BOQUETE, ANGEL","RODRIGUEZ LANDEIRA, SERGIO J",46,S.D. DUBRA B,1187143
"ARNEJO DIAZ, BRAIS","VÁZQUEZ FERNÁNDEZ, ROBERTO",46,S.D. DUBRA B,1187143
"JACOME AMARANTE, IVAN","LYAGOUBI, MOHAMED AMINE",56,S.D. CRUCES,1187143
"OTERO IGLESIAS, OSCAR","GONZALEZ EIRAS, FABIO J",72,S.D. CRUCES,1187143
"NIETO GESTO, CARLOS","MARTINEZ DE SANTIAGO, DIEGO",27,TRAZO C.F.,1187144
"CERQUEIRO LISTE, JUAN","BECERRA VARELA, ESTEBAN",46,TRAZO C.F.,1187144
"ARES BRENLLA, ALVARO","POSE ANTELO, ALVARO",46,TRAZO C.F.,1187144
"CASTRO OTERO, SAMUEL","GARABATO RUIBAL, ANGEL",74,TRAZO C.F.,1187144
"CEBEY DE LA TORRE, MANUEL","NOYA BREA, ALVARO",89,TRAZO C.F.,1187144
"BENITEZ SANHUEZA, LEONARDO","BOUZAS MOSQUERA, MANUEL",63,S.D. CACHEIRAS,1187144
"BALSA VARELA, ALBERTO","VAAMONDE CALVIÑO, MANUEL",72,S.D. CACHEIRAS,1187144
"MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO","OTERO MATEOS, PABLO",72,S.D. CACHEIRAS,1187144
"DA CONCEICAO ANTUNES, FELIPE MATHEUS","CARBALLAL MONTEAGUDO, SAUL",81,S.D. CACHEIRAS,1187144
"PALACIOS AGRAFOJO, HUGO","PAN PEREZ PUJOL, PABLO",56,S.D. VILLESTRO,1187145
"DE SOUSA OLIVEIRA, THIAGO","BERMUDEZ MALLO, ADEL",56,S.D. VILLESTRO,1187145
"VIDAL VALES, BORJA","VILLA MARIÑO, SERGIO",83,S.D. VILLESTRO,1187145
"LLOVO MATO, ALVARO","ZAGATO PEREIRA, JOAO VITOR",89,S.D. VILLESTRO,1187145
"CALVIÑO PEREZ, ANXO","FERREIRO ESPANTOSO, DIEGO",46,C.F. SILLEDA,1187145
"ESPANTOSO LAMAS, RICARDO","ESPIÑO RODRIGUEZ, AARON",46,C.F. SILLEDA,1187145
"RIADIGOS MARIÑO, MARTIN","ESPANTOSO LAMAS, JORGE",64,C.F. SILLEDA,1187145
"VILAR FERNANDEZ, AITOR","LAMELA RODRIGUEZ, NICOLAS",64,C.F. SILLEDA,1187145
"DERKAOUI BOUH, AYOUB","SUAREZ PEON, DIEGO",76,C.F. SILLEDA,1187145
"VAZQUEZ CASAIS, MANUEL","MACEIRA MATO, ALFONSO",58,C.D. SAN MAMED,1187146
"REY CALVO, MARTIN","RENDO GUITIAN, ALEXANDRE",58,C.D. SAN MAMED,1187146
"REY CALVO, BRAIS","CASAL ALVAREZ, DAVID",75,C.D. SAN MAMED,1187146
"GARCIA FERNANDEZ, SERGIO","SOUTO RIAL, JOSE",86,C.D. SAN MAMED,1187146
"RIVEIRA MURCIA, HUGO","PORTELA RIVAS, XIAO",53,LAMELA C.F.,1187146
"AGUIAR RODRIGUEZ, JULIAN","GARCIA REY, ALEJANDRO",53,LAMELA C.F.,1187146
"ABONJO BOUZAS, ALEJANDRO","CUIÑA IGLESIAS, DANIEL",60,LAMELA C.F.,1187146
"GARCIA CARRERA, MANUEL","RIOS ALCAIDE, JUAN MANUEL",76,LAMELA C.F.,1187146
"RODRIGUEZ VAZQUEZ, CARLOS","ESPIÑO CUIÑA, LOIS",76,LAMELA C.F.,1187146
"MOSTEIRO GARCIA, SERGIO","GARCIA LOPEZ, ALEJANDRO",46,C.F. CIRE DE MELIDE,1187147
"PAMPIN NOGUEROL, DANIEL","VAZQUEZ NOVAS, MANUEL",46,C.F. CIRE DE MELIDE,1187147
"CONDE CASTRO, BRUNO","PEREIRO SANCHEZ, DAVID",46,C.F. CIRE DE MELIDE,1187147
"RIVADULLA FOCIÑOS, MARCOS","MONTERROSO GOMEZ, SERGIO",62,C.F. CIRE DE MELIDE,1187147
"TABOADA SEIJO, ALEJANDRO","LOPEZ CANICOBA, FABIAN",46,A.C.U.D. CAMPORRAPADO,1187147
"RAMOS REY, NOEL","VEIGA ROSENDE, IAGO",63,A.C.U.D. CAMPORRAPADO,1187147
"PAJARO BARRAN, DANIEL","MILLAN OCAMPO, JOSE ANTONIO",66,A.C.U.D. CAMPORRAPADO,1187147
"ROMERO MONTOUTO, PABLO","OTERO ARIAS, JOSE L",22,RODEIRO C.F.,1187148
"VILLANUEVA PATAO, ROBERTO","CANGADO VILLAMARIN, CARLOS",46,RODEIRO C.F.,1187148
"LÓPEZ MÉNDEZ, MARCOS","FERREIRO CAMBA, MANUEL",69,RODEIRO C.F.,1187148
"FARIÑAS FREIRE, OSCAR","IGLESIAS QUINTEIRO, JOSE RAMON",64,C.D.BELVIS,1187148
"ALDREY RODRIGUEZ, PABLO C","BATISTA RAMOS, WALDIR F",64,C.D.BELVIS,1187148
"MARTINS TERRON, WAGNER RONALDO","NUÑEZ BARRAL, DAVID",54,S.D.C. RECESENDE,1187149
"MEIJOME QUINTANA, RODRIGO","GARCIA DURAN, RUBEN",78,S.D.C. RECESENDE,1187149
"TARRIO MEJUTO, ANGEL","FERREIRO TORRES, BORJA",46,C.D. SPORT TEAM ESTRADA,1187149
"ULLA COSTA, RICARDO","DA COSTA MORLAN, BRAIS",46,C.D. SPORT TEAM ESTRADA,1187149
"RIVADULLA QUINTAS, LUIS MIGUEL","GOMEZ CORA, ADRIAN",52,C.D. SPORT TEAM ESTRADA,1187149
"CHEDAS DURAN, ALFONSO","FIGUEIRAS GARCIA, PAULO",52,C.D. SPORT TEAM ESTRADA,1187149
"TOUCEDA GOLDAR, MIGUEL","FERNANDEZ GONZALEZ, IAGO JOSE",58,C.D. SPORT TEAM ESTRADA,1187149
"MALLO DUBRA, ALEJANDRO","PORTOS VILLAR, BORJA",59,SOCIEDADE DEPORTIVA O PINO,1187150
"CARRIL CARREIRA, RAFAEL","VILLAR VILLAR, IVAN",59,SOCIEDADE DEPORTIVA O PINO,1187150
"FUENTES PARRA, DANIEL","CENDON GONZALEZ, JOSE",67,SOCIEDADE DEPORTIVA O PINO,1187150
"MAESTRE CALVO, DAVID RAFAEL","CEREIJO IGLESIAS, ALBERTO L",67,SOCIEDADE DEPORTIVA O PINO,1187150
"FARIÑAS LOPEZ, ALEJANDRO","VAZQUEZ CORRAL, JORGE",70,SOCIEDADE DEPORTIVA O PINO,1187150
"SANCHEZ CARPINTEIRO, MIGUEL","NEIRA CARPINTEIRO, PABLO",46,U.D. VAL DO ULLA,1187150
"DIEGUEZ LOUREIRO, RAMIRO","CANICOBA BERNARDEZ, BRAIS",46,U.D. VAL DO ULLA,1187150
"RODRIGUEZ NUÑEZ, XABIER","ROMARÍS CAMPAÑA, ALBERTO",46,U.D. VAL DO ULLA,1187150
"PAZ CARRACEDO, ANXO","FREIRIA LOPEZ, IGNACIO",58,U.D. VAL DO ULLA,1187150
"LANDEIRA GANDARA, FRANCISCO","TORRES TEIXEIRA, ALEXANDRE",58,U.D. VAL DO ULLA,1187150
"RODRIGUEZ NUÑEZ, XABIER","SANCHEZ CARPINTEIRO, MIGUEL",52,U.D. VAL DO ULLA,1187151
"CANICOBA BERNARDEZ, BRAIS","LANDEIRA GANDARA, FRANCISCO",65,U.D. VAL DO ULLA,1187151
"NEIRA CARPINTEIRO, PABLO","CALVIÑO IGLESIAS, PABLO",65,U.D. VAL DO ULLA,1187151
"CERDEIRA OTERO, ANDRE","CASAL REBOLO, PEDRO J",81,U.D. VAL DO ULLA,1187151
"PAZ CARRACEDO, ANXO","BESADA REY, NICOLAS",81,U.D. VAL DO ULLA,1187151
"LIÑARES NOYA, FABIAN","BALEATO DOMINGUEZ, MARCO",46,S.D. DUBRA B,1187151
"VÁZQUEZ FERNÁNDEZ, ROBERTO","NIETO GARCIA, BRAIS",46,S.D. DUBRA B,1187151
"RODRIGUEZ FERNANDEZ, ADRIAN","IGLESIAS DOMINGUEZ, OSCAR",46,S.D. DUBRA B,1187151
"PAZOS MARTINEZ, ROBERTO","ARNEJO DIAZ, BRAIS",46,S.D. DUBRA B,1187151
"GONZALEZ SANCHEZ, ALEJANDRO","VAZQUEZ BALBOA, XURXO",68,S.D. CRUCES,1187152
"OTERO IGLESIAS, OSCAR","SOTO PARCERO, DANIEL",74,S.D. CRUCES,1187152
"FERNANDEZ REBOREDO, JUAN","LOPEZ REY, LEO",74,S.D. CRUCES,1187152
"LYAGOUBI, MOHAMED AMINE","GONZALEZ EIRAS, FABIO J",84,S.D. CRUCES,1187152
"MARTINEZ DE SANTIAGO, DIEGO","POSE ANTELO, ALVARO",63,TRAZO C.F.,1187152
"ARIAS GARCIA, SERGIO","BERMUDEZ CID, CARLOS",63,TRAZO C.F.,1187152
"FERREIRA PARENTE, RAUL","BECERRA VARELA, ESTEBAN",70,TRAZO C.F.,1187152
"CEBEY DE LA TORRE, MANUEL","ARES BRENLLA, ALVARO",80,TRAZO C.F.,1187152
"FARIÑA BRAVO, ADRIAN","BENITEZ SANHUEZA, LEONARDO",46,S.D. CACHEIRAS,1187153
"BOUZAS MOSQUERA, MANUEL","FERNANDEZ NOGUEIRA, MANUEL",64,S.D. CACHEIRAS,1187153
"DA CONCEICAO ANTUNES, FELIPE MATHEUS","CARBALLAL MONTEAGUDO, SAUL",76,S.D. CACHEIRAS,1187153
"JIMENEZ BERTUA, FRANCISCO J","MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO",88,S.D. CACHEIRAS,1187153
"PALACIOS AGRAFOJO, HUGO","FIGUEIRAS PORTELA, FERNANDO",46,S.D. VILLESTRO,1187153
"VIDAL VALES, BORJA","VIDAL LOSA, ROBERTO",46,S.D. VILLESTRO,1187153
"LLOVO MATO, ALVARO","VILLA MARIÑO, SERGIO",52,S.D. VILLESTRO,1187153
"DE SOUSA OLIVEIRA, THIAGO","BERMUDEZ MALLO, ADEL",63,S.D. VILLESTRO,1187153
"ESPIÑO RODRIGUEZ, AARON","LOTO , ALAN NICOLAS",66,C.F. SILLEDA,1187154
"JAR PENIDO, ALVARO","LOPEZ DE LA FUENTE, ELOI",66,C.F. SILLEDA,1187154
"ESPANTOSO LAMAS, RICARDO","CALVIÑO PEREZ, ANXO",66,C.F. SILLEDA,1187154
"RIADIGOS MARIÑO, MARTIN","SUAREZ PEON, DIEGO",74,C.F. SILLEDA,1187154
"PEÑA PENALTA, IKER","FERNÁNDEZ GARCÍA, RUBÉN",82,C.F. SILLEDA,1187154
"RENDO GUITIAN, ALEXANDRE","MACEIRA MATO, ALFONSO",27,C.D. SAN MAMED,1187154
"GARCIA FERNANDEZ, SERGIO","REY CALVO, BRAIS",45,C.D. SAN MAMED,1187154
"VILA IGLESIAS, JORDAN","CASAL ALVAREZ, DAVID",60,C.D. SAN MAMED,1187154
"CANABAL PARADA, RUBEN","SOUTO RIAL, JOSE",68,C.D. SAN MAMED,1187154
"CUIÑA IGLESIAS, DANIEL","GOMEZ SANTISO, ALEJANDRO",46,LAMELA C.F.,1187155
"RIOS ALCAIDE, JUAN MANUEL","RIVEIRA MURCIA, HUGO",57,LAMELA C.F.,1187155
"PORTELA RIVAS, XIAO","AGUIAR RODRIGUEZ, JULIAN",57,LAMELA C.F.,1187155
"LUGO PADIN, ESTEBAN","ESPIÑO CUIÑA, LOIS",82,LAMELA C.F.,1187155
"GARCIA REY, ALEJANDRO","SANIN CARBIA, ALBERTO",85,LAMELA C.F.,1187155
"PAMPIN NOGUEROL, DANIEL","RODRIGUEZ RODRIGUEZ, JACOBO",64,C.F. CIRE DE MELIDE,1187155
"SESTO MOSQUERA, ANXO","PARRADO ROMERO, CARLOS",64,C.F. CIRE DE MELIDE,1187155
"CASTRELO FERNANDEZ, MIGUEL","VAZQUEZ NOVAS, MANUEL",77,C.F. CIRE DE MELIDE,1187155
"GARCÍA LOPEZ, IVAN","PEREIRO SANCHEZ, DAVID",87,C.F. CIRE DE MELIDE,1187155
"GUERRERO NIEVES, FRANCISCO J","PEREIRAS PEREIRO, RAFAEL",52,A.C.U.D. CAMPORRAPADO,1187156
"PAJARO BARRAN, DANIEL","TABOADA SEIJO, ALEJANDRO",60,A.C.U.D. CAMPORRAPADO,1187156
"FERNANDEZ SUAREZ, DARIO","VEIGA ROSENDE, IAGO",64,A.C.U.D. CAMPORRAPADO,1187156
"MIGUEZ MEIJOMIL, MIGUEL","FERNANDEZ PEREZ, JESUS DE BELEN",65,C.D.BELVIS,1187157
"FARIÑAS FREIRE, OSCAR","IGLESIAS QUINTEIRO, JOSE RAMON",65,C.D.BELVIS,1187157
"FRANCO SANMARTIN, CARLOS L","NUÑEZ BARRAL, DAVID",46,S.D.C. RECESENDE,1187157
"MEIJOME QUINTANA, RODRIGO","OTERO UZAL, DANIEL",46,S.D.C. RECESENDE,1187157
"TEMBRA SOUTO, SANTIAGO","MARTINS TERRON, WAGNER RONALDO",74,S.D.C. RECESENDE,1187157
"JIMÉNEZ ALBARRAN, SERGIO","ALDREY MÍGUEZ, MANUEL",74,S.D.C. RECESENDE,1187157
"GARCIA DURAN, RUBEN","CEPEDA MENDOZA, ALEJANDRO",82,S.D.C. RECESENDE,1187157
"ULLA COSTA, RICARDO","TOUCEDA GOLDAR, IAGO",46,C.D. SPORT TEAM ESTRADA,1187158
"BARRUSO ARIAS, HUGO","LOPEZ PEDREIRA, SERGIO",55,C.D. SPORT TEAM ESTRADA,1187158
"RIVEIRA DA COSTA, MARTIN","GOMEZ CORA, ADRIAN",59,C.D. SPORT TEAM ESTRADA,1187158
"TOUCEDA GOLDAR, MIGUEL","CERVIÑO CARRACEDO, ANDRES",86,C.D. SPORT TEAM ESTRADA,1187158
"CHEDAS DURAN, ALFONSO","FERNANDEZ GONZALEZ, IAGO JOSE",86,C.D. SPORT TEAM ESTRADA,1187158
"FUENTES PARRA, DANIEL","VILLAR VILLAR, IVAN",59,SOCIEDADE DEPORTIVA O PINO,1187158
"POSE ANTELO, ALVARO","BERMUDEZ CID, CARLOS",54,TRAZO C.F.,1187159
"GOMEZ FERNANDEZ, SIMON","NIETO GESTO, CARLOS",68,TRAZO C.F.,1187159
"FERREIRA PARENTE, RAUL","BECERRA VARELA, ESTEBAN",68,TRAZO C.F.,1187159
"CEBEY DE LA TORRE, MANUEL","RIAL GARCIA, SEBASTIAN",87,TRAZO C.F.,1187159
"CASTRO OTERO, SAMUEL","GARABATO RUIBAL, ANGEL",87,TRAZO C.F.,1187159
"VÁZQUEZ FERNÁNDEZ, ROBERTO","NIETO GARCIA, BRAIS",41,S.D. DUBRA B,1187159
"PULLEIRO PEREZ, IVAN","PARAMA SUAREZ, DAVID RAFAEL",46,S.D. DUBRA B,1187159
"DUBRA LORENZO, ALEJANDRO","PARAFITA BOQUETE, ANGEL",58,S.D. DUBRA B,1187159
"ARNEJO DIAZ, BRAIS","GARCIA MARROZOS, XABIER",65,S.D. DUBRA B,1187159
"PEREIRO MARTINEZ, PABLO","DE SOUSA OLIVEIRA, THIAGO",39,S.D. VILLESTRO,1187160
"VIDAL VALES, BORJA","PEREZ RIO, VICTOR",46,S.D. VILLESTRO,1187160
"FERNÁNDEZ VAL, PABLO","BERMUDEZ MALLO, ADEL",58,S.D. VILLESTRO,1187160
"LLOVO MATO, ALVARO","VILLA MARIÑO, SERGIO",82,S.D. VILLESTRO,1187160
"DOMINGUEZ VAZQUEZ, CRISTIAN","VAZQUEZ BALBOA, XURXO",46,S.D. CRUCES,1187160
"NUÑEZ RIO, PABLO","SOTO PARCERO, DANIEL",58,S.D. CRUCES,1187160
"LYAGOUBI, MOHAMED AMINE","DOMINGUEZ GARCIA, ADRIAN",65,S.D. CRUCES,1187160
"OTERO IGLESIAS, OSCAR","KHALLOUK EL AMRANI, MOHAMED",65,S.D. CRUCES,1187160
"CASAL ALVAREZ, DAVID","GARCIA FERNANDEZ, SERGIO",46,C.D. SAN MAMED,1187161
"VILA IGLESIAS, JORDAN","REY CALVO, MARTIN",56,C.D. SAN MAMED,1187161
"CANABAL PARADA, RUBEN","SOUTO RIAL, JOSE",85,C.D. SAN MAMED,1187161
"REY CALVO, BRAIS","MACEIRA MATO, ALFONSO",90,C.D. SAN MAMED,1187161
"VAAMONDE CALVIÑO, MANUEL","SOUTO BUJAN, JULIO",46,S.D. CACHEIRAS,1187161
"FERREIRO RODRIGUEZ, YAGO","FERNANDEZ NOGUEIRA, MANUEL",46,S.D. CACHEIRAS,1187161
"JIMENEZ BERTUA, FRANCISCO J","DA CONCEICAO ANTUNES, FELIPE MATHEUS",54,S.D. CACHEIRAS,1187161
"FARIÑA BRAVO, ADRIAN","FERREIRO RODRIGUEZ, YAGO",60,S.D. CACHEIRAS,1187161
